,0
1,0.9508751630783081
2,0.947272539138794
3,0.9512920379638672
4,0.9934239387512207
5,0.9404160976409912
6,0.9183579087257385
7,0.9848203063011169
8,0.9758098125457764
9,0.9687267541885376
10,0.9580613970756531
11,0.950344443321228
12,0.9430634379386902
13,0.9517921805381775
14,0.9608175158500671
15,0.9414173364639282
16,0.959017813205719
17,0.9434337019920349
18,0.9171164631843567
19,0.9373335838317871
20,0.9117763042449951
21,0.9403177499771118
22,0.9381521940231323
23,0.948432207107544
24,0.9380693435668945
25,0.9581815004348755
26,0.9538177847862244
27,0.9598476886749268
28,0.9690409302711487
29,0.9480870962142944
30,0.9460230469703674
31,0.9578808546066284
32,0.9737472534179688
33,0.9432709813117981
34,0.9309859275817871
35,0.9226865172386169
36,0.9448699951171875
37,0.9344578385353088
38,0.9495741128921509
39,0.9666774272918701
40,0.9742932319641113
41,0.8941193222999573
42,0.9765994548797607
43,0.9737944602966309
44,0.966649055480957
45,0.9791086316108704
46,0.9784730672836304
47,0.9854450821876526
48,0.9867221117019653
49,0.9638502597808838
50,0.9711209535598755
51,0.9384123682975769
52,0.935611367225647
53,0.952476441860199
54,0.924275279045105
55,0.9604495167732239
56,0.9470217823982239
57,0.9401567578315735
58,0.9570668935775757
59,0.9810411334037781
60,0.9663362503051758
61,0.9641236662864685
62,0.9508925676345825
63,0.9557926058769226
64,0.9538398385047913
65,0.9432405829429626
66,0.9723463654518127
67,0.9677671194076538
68,0.9164903163909912
69,0.9687576293945312
70,0.9211438298225403
71,0.9375197887420654
72,0.9585452675819397
73,0.9906205534934998
74,0.9301745891571045
75,0.9315726161003113
76,0.9849511384963989
77,0.9345055818557739
78,0.955379843711853
79,0.9393875598907471
80,0.9783110618591309
81,0.9814766645431519
82,0.9471799731254578
83,0.9608428478240967
84,0.9482797384262085
85,0.955193817615509
86,0.9652028679847717
87,0.9479774236679077
88,0.9542369842529297
89,0.9502042531967163
90,0.9608333110809326
91,0.9063082933425903
92,0.9337993264198303
93,0.9832539558410645
94,0.9644103050231934
95,0.956127405166626
96,0.9502525329589844
97,0.9336456060409546
98,0.9835401773452759
99,0.9707729816436768
100,0.9472992420196533
101,0.9765844941139221
102,0.9773948192596436
103,0.9692980647087097
104,0.9460864067077637
105,0.9739792943000793
106,0.984394907951355
107,0.9402300119400024
108,0.9757830500602722
109,0.9778746366500854
110,0.9599087238311768
111,1.0058544874191284
112,0.9635860323905945
113,0.9667268991470337
114,0.9685716032981873
115,0.9739671945571899
116,0.9606956243515015
117,0.9465820789337158
118,0.9776017665863037
119,0.975962221622467
120,0.9313908815383911
121,0.9134058952331543
122,0.927548885345459
123,0.9356251358985901
124,0.9589248895645142
125,0.9554346799850464
126,0.9480407238006592
127,0.9226104617118835
128,0.9531044960021973
129,0.9561953544616699
130,0.9528951048851013
131,0.95528244972229
132,0.9193747043609619
133,0.9116830825805664
134,0.9309121966362
135,0.9400484561920166
136,0.9149312376976013
137,0.9528639316558838
138,0.9603345990180969
139,0.9451100826263428
140,0.9341498613357544
141,0.9430080652236938
142,0.9145981073379517
143,0.9113521575927734
144,0.926034688949585
145,0.9438785314559937
146,0.9390928149223328
147,0.9785197973251343
148,0.9780287742614746
149,0.9679684042930603
150,0.9091194272041321
151,0.953100323677063
152,0.9378174543380737
153,0.9480170011520386
154,0.979403555393219
155,0.9635974168777466
156,0.9537593126296997
157,0.9967839121818542
158,0.9462792277336121
159,0.9471918344497681
160,0.9499664306640625
161,0.9579858183860779
162,0.9813175201416016
163,0.9223901629447937
164,0.956647515296936
165,0.9560515880584717
166,0.9319590330123901
167,0.9407064318656921
168,0.9156372547149658
169,0.9492936134338379
170,0.9638414978981018
171,0.914154052734375
172,0.9401113390922546
173,0.9619134664535522
174,0.9183186888694763
175,0.9232550263404846
176,0.9160580635070801
177,0.9102953672409058
178,0.9128109216690063
179,0.9381145238876343
180,0.9728610515594482
181,0.9194447994232178
182,0.9650769233703613
183,0.9481993317604065
184,0.9428935050964355
185,0.9662103652954102
186,0.9522316455841064
187,0.9285516142845154
188,0.9578867554664612
189,0.9366729259490967
190,0.9676740765571594
191,0.9657713174819946
192,0.9386218786239624
193,0.9540578126907349
194,0.9695386290550232
195,0.956078290939331
196,0.9561275243759155
197,0.9555464386940002
198,0.9485514163970947
199,0.9342666268348694
200,0.9572790861129761
201,0.9103654623031616
202,0.9446781277656555
203,0.9471732974052429
204,0.9473716616630554
205,0.9560972452163696
206,0.9285390377044678
207,0.9528326988220215
208,0.9619271755218506
209,0.9797956347465515
210,0.9719241857528687
211,0.9510188102722168
212,0.9485946893692017
213,0.9416428208351135
214,0.9281918406486511
215,0.9593928456306458
216,0.9846853613853455
217,0.9576261043548584
218,0.9548187851905823
219,0.9796615839004517
220,0.9252129793167114
221,0.9682973623275757
222,0.9523725509643555
223,0.9793139100074768
224,0.9584352970123291
225,0.9268554449081421
226,0.9523683190345764
227,0.933173418045044
228,0.9739333391189575
229,1.0017123222351074
230,0.9803576469421387
231,0.9221187829971313
232,0.9643471240997314
233,0.9288864731788635
234,0.9553271532058716
235,0.959823489189148
236,0.9478697180747986
237,0.969031572341919
238,0.9400445818901062
239,0.9634226560592651
240,0.925473690032959
241,0.91508549451828
242,0.9409284591674805
243,0.9382222890853882
244,0.9006668925285339
245,0.9166666269302368
246,0.9170615077018738
247,0.9266939759254456
248,0.9600889682769775
249,0.9563078880310059
250,0.9436533451080322
251,0.9412350058555603
252,0.9423201680183411
253,0.9207184910774231
254,0.9469152688980103
255,0.9275091886520386
256,0.959140419960022
257,0.9405730962753296
258,0.9906312823295593
259,0.9807302355766296
260,0.9409935474395752
261,0.9445323944091797
262,0.9544065594673157
263,0.9862709045410156
264,0.9620909690856934
265,0.9684620499610901
266,0.9850674867630005
267,0.9499078392982483
268,0.9542021155357361
269,0.932770311832428
270,0.9303213357925415
271,0.941780686378479
272,0.9602580070495605
273,0.9586732387542725
274,0.9906114339828491
275,0.930683434009552
276,0.9703739881515503
277,0.9462572932243347
278,0.919859766960144
279,0.9574050903320312
280,0.975631833076477
281,0.957715630531311
282,0.9799367189407349
283,0.9595372080802917
284,0.9594163298606873
285,0.9286326169967651
286,0.9232518672943115
287,0.9329559206962585
288,0.9419965744018555
289,0.9540412425994873
290,0.9933673143386841
291,0.9646854400634766
292,0.9555420875549316
293,0.9525392055511475
294,0.9312101006507874
295,0.9391640424728394
296,0.9255867600440979
297,0.9378654956817627
298,0.9534684419631958
299,0.9138084650039673
300,0.9595478773117065
301,0.9637078046798706
302,0.9482616186141968
303,0.9649545550346375
304,1.002758502960205
305,0.9409255385398865
306,0.9367028474807739
307,0.9543684124946594
308,0.9259833097457886
309,0.9416859149932861
310,0.9218001365661621
311,0.9395976662635803
312,0.9663012027740479
313,0.915218710899353
314,0.9258427023887634
315,0.9427269697189331
316,0.9348543882369995
317,0.941835880279541
318,0.9223719835281372
319,0.9267749786376953
320,0.9500287771224976
321,0.9481129050254822
322,0.936111330986023
323,0.9392309188842773
324,0.9343591928482056
325,0.9386898875236511
326,0.9380967020988464
327,0.9434102177619934
328,0.8981021046638489
329,0.9607279896736145
330,0.9560412168502808
331,0.9605934023857117
332,0.9433923959732056
333,0.9673162698745728
334,0.9084685444831848
335,0.9409185647964478
336,0.9689710140228271
337,0.9656119346618652
338,0.9388105273246765
339,0.9501144886016846
340,0.9472219944000244
341,0.930484414100647
342,0.9282730221748352
343,0.9066399335861206
344,0.9251894950866699
345,0.9669433236122131
346,0.969850480556488
347,0.9197556972503662
348,0.9713170528411865
349,0.94394850730896
350,0.9139516353607178
351,0.8989148139953613
352,0.9289491772651672
353,0.9672527313232422
354,0.9167587757110596
355,0.9682566523551941
356,0.9688866138458252
357,0.9708386659622192
358,1.010256290435791
359,0.9548323154449463
360,0.968783438205719
361,0.9545652866363525
362,0.9309833645820618
363,0.9433521032333374
364,0.9656041860580444
365,0.9261006116867065
366,0.9266841411590576
367,0.9372540712356567
368,0.9322701096534729
369,0.9340382814407349
370,0.9685527086257935
371,0.9721389412879944
372,0.9381177425384521
373,0.9609242677688599
374,0.951952338218689
375,0.9322476983070374
376,0.9060788750648499
377,0.9820513725280762
378,0.9623477458953857
379,0.9720275402069092
380,0.9324272274971008
381,0.9512792825698853
382,0.8947757482528687
383,0.9283475875854492
384,0.940078616142273
385,0.9683312773704529
386,0.9631121158599854
387,0.9732649922370911
388,0.9616955518722534
389,0.9583204984664917
390,0.9434378147125244
391,0.9560830593109131
392,0.9469709992408752
393,0.9497231245040894
394,0.9404547810554504
395,0.951993465423584
396,0.9803910255432129
397,0.9281487464904785
398,0.9331742525100708
399,0.9216520190238953
400,0.901323676109314
401,0.9287689924240112
402,0.9301775097846985
403,0.9524928331375122
404,0.9323967695236206
405,0.9385732412338257
406,0.9529858827590942
407,0.9301517009735107
408,0.9621113538742065
409,0.9415639638900757
410,0.9595314860343933
411,0.8953747749328613
412,0.9120527505874634
413,0.9023869037628174
414,0.948233962059021
415,0.9288225173950195
416,0.9275829195976257
417,0.9297966957092285
418,0.9232519865036011
419,0.883926272392273
420,0.9085508584976196
421,0.944206178188324
422,0.9170851111412048
423,0.9606978893280029
424,0.9322992563247681
425,0.9442120790481567
426,0.965096652507782
427,0.9160314202308655
428,0.9389218091964722
429,0.9168994426727295
430,0.9226246476173401
431,0.9369384050369263
432,0.9641233682632446
433,0.9322506189346313
434,0.9342657327651978
